transcript_id,role,section,section_raw,n_sents,n_words,n_verbs,n_aux,n_verbs_total,n_nouns,n_propn,n_nouns_total
creativity_0045,user,intro,intro,1,1,0,0,0,0,0,0
creativity_0045,user,basic_job_description,basic job description,3,37,4,3,7,6,0,6
creativity_0045,user,walkthrough,walkthrough,11,280,34,19,53,47,9,56
creativity_0045,user,project_example,project example,4,69,9,6,15,9,1,10
creativity_0045,user,dynamic,dynamic,4,80,9,6,15,16,1,17
creativity_0045,user,changed_aspects,changed aspects,10,179,19,13,32,28,1,29
creativity_0045,user,concerns,concerns,5,106,14,10,24,15,1,16
creativity_0045,user,future,future,5,85,13,8,21,8,0,8
creativity_0045,user,extra_comments,extra comments,1,1,0,0,0,0,0,0
creativity_0046,user,intro,intro,1,12,3,1,4,1,0,1
creativity_0046,user,basic_job_description,basic job description,5,203,25,8,33,42,3,45
creativity_0046,user,walkthrough,walkthrough,7,172,25,6,31,29,0,29
creativity_0046,user,project_example,project example,9,258,37,13,50,40,4,44
creativity_0046,user,dynamic,dynamic,4,103,15,6,21,14,0,14
creativity_0046,user,changed_aspects,changed aspects,3,101,16,4,20,17,1,18
creativity_0046,user,concerns,concerns,5,147,16,9,25,26,0,26
creativity_0046,user,future,future,3,95,11,8,19,17,0,17
creativity_0046,user,extra_comments,extra comments,1,6,1,1,2,0,0,0
creativity_0047,user,intro,intro,1,9,1,1,2,1,0,1
creativity_0047,user,basic_job_description,basic job description,7,94,13,5,18,23,0,23
creativity_0047,user,walkthrough,walkthrough,4,114,11,6,17,29,1,30
creativity_0047,user,project_example,project example,4,86,13,2,15,18,0,18
creativity_0047,user,dynamic,dynamic,5,98,10,8,18,16,1,17
creativity_0047,user,changed_aspects,changed aspects,5,163,22,11,33,29,2,31
creativity_0047,user,concerns,concerns,3,73,9,8,17,11,0,11
creativity_0047,user,future,future,5,110,12,6,18,25,0,25
creativity_0047,user,extra_comments,extra comments,1,12,4,1,5,1,0,1
creativity_0048,user,intro,intro,2,5,0,0,0,1,0,1
creativity_0048,user,basic_job_description,basic job description,2,31,3,2,5,6,0,6
creativity_0048,user,walkthrough,walkthrough,11,325,42,22,64,60,2,62
creativity_0048,user,project_example,project example,6,233,38,18,56,35,3,38
creativity_0048,user,dynamic,dynamic,5,138,22,8,30,25,0,25
creativity_0048,user,changed_aspects,changed aspects,4,143,19,9,28,17,0,17
creativity_0048,user,concerns,concerns,4,104,17,9,26,13,4,17
creativity_0048,user,future,future,4,84,16,8,24,9,0,9
creativity_0048,user,extra_comments,extra comments,1,10,1,1,2,1,0,1
creativity_0049,user,intro,intro,2,10,2,0,2,1,0,1
creativity_0049,user,basic_job_description,basic job description,3,57,2,4,6,13,3,16
creativity_0049,user,walkthrough,walkthrough,6,134,16,8,24,21,1,22
creativity_0049,user,project_example,project example,3,55,8,1,9,13,0,13
creativity_0049,user,dynamic,dynamic,1,17,1,2,3,3,0,3
creativity_0049,user,changed_aspects,changed aspects,2,18,1,2,3,6,0,6
creativity_0049,user,concerns,concerns,1,28,5,1,6,4,0,4
creativity_0049,user,future,future,1,18,4,2,6,2,0,2
creativity_0049,user,extra_comments,extra comments,2,12,2,1,3,1,0,1
creativity_0050,user,intro,intro,1,11,2,2,4,1,0,1
creativity_0050,user,basic_job_description,basic job description,2,54,6,2,8,16,4,20
creativity_0050,user,walkthrough,walkthrough,6,150,22,10,32,24,1,25
creativity_0050,user,project_example,project example,3,67,11,1,12,12,1,13
creativity_0050,user,dynamic,dynamic,5,93,12,6,18,10,3,13
creativity_0050,user,changed_aspects,changed aspects,5,110,15,7,22,18,1,19
creativity_0050,user,concerns,concerns,5,94,9,8,17,18,2,20
creativity_0050,user,future,future,3,65,10,8,18,9,0,9
creativity_0050,user,extra_comments,extra comments,2,56,9,1,10,14,1,15
creativity_0051,user,intro,intro,3,10,3,0,3,1,0,1
creativity_0051,user,basic_job_description,basic job description,5,57,4,5,9,12,0,12
creativity_0051,user,walkthrough,walkthrough,3,71,14,4,18,11,2,13
creativity_0051,user,project_example,project example,12,209,25,11,36,39,0,39
creativity_0051,user,dynamic,dynamic,4,74,5,4,9,15,0,15
creativity_0051,user,changed_aspects,changed aspects,6,68,11,2,13,11,2,13
creativity_0051,user,concerns,concerns,9,111,16,9,25,18,0,18
creativity_0051,user,future,future,5,49,5,6,11,8,1,9
creativity_0051,user,extra_comments,extra comments,0,0,0,0,0,0,0,0
creativity_0052,user,intro,intro,1,8,1,1,2,1,0,1
creativity_0052,user,basic_job_description,basic job description,5,104,10,4,14,26,0,26
creativity_0052,user,walkthrough,walkthrough,14,235,27,9,36,37,4,41
creativity_0052,user,project_example,project example,10,177,21,7,28,34,1,35
creativity_0052,user,dynamic,dynamic,9,145,19,9,28,26,2,28
creativity_0052,user,changed_aspects,changed aspects,10,152,18,8,26,30,0,30
creativity_0052,user,concerns,concerns,7,110,14,9,23,19,1,20
creativity_0052,user,future,future,5,90,10,7,17,16,0,16
creativity_0052,user,extra_comments,extra comments,1,8,1,1,2,0,0,0
creativity_0053,user,intro,intro,1,3,0,0,0,1,0,1
creativity_0053,user,basic_job_description,basic job description,1,48,3,2,5,15,0,15
creativity_0053,user,walkthrough,walkthrough,4,154,21,10,31,29,1,30
creativity_0053,user,project_example,project example,7,222,28,15,43,36,1,37
creativity_0053,user,dynamic,dynamic,6,150,18,13,31,21,0,21
creativity_0053,user,changed_aspects,changed aspects,4,65,4,5,9,14,1,15
creativity_0053,user,concerns,concerns,4,86,9,8,17,14,0,14
creativity_0053,user,future,future,4,123,11,14,25,26,0,26
creativity_0053,user,extra_comments,extra comments,1,1,0,0,0,0,0,0
creativity_0054,user,intro,intro,2,9,1,0,1,2,0,2
creativity_0054,user,basic_job_description,basic job description,6,97,12,6,18,20,0,20
creativity_0054,user,walkthrough,walkthrough,8,209,35,8,43,34,4,38
creativity_0054,user,project_example,project example,5,139,17,4,21,32,1,33
creativity_0054,user,dynamic,dynamic,4,77,8,4,12,16,0,16
creativity_0054,user,changed_aspects,changed aspects,6,133,21,8,29,24,0,24
creativity_0054,user,concerns,concerns,4,71,12,6,18,14,0,14
creativity_0054,user,future,future,5,118,20,8,28,20,1,21
creativity_0054,user,extra_comments,extra comments,3,78,10,7,17,18,0,18
creativity_0055,user,intro,intro,1,6,1,0,1,0,0,0
creativity_0055,user,basic_job_description,basic job description,5,122,20,3,23,26,2,28
creativity_0055,user,walkthrough,walkthrough,5,116,16,6,22,23,0,23
creativity_0055,user,project_example,project example,4,110,16,4,20,20,2,22
creativity_0055,user,dynamic,dynamic,4,108,13,9,22,21,0,21
creativity_0055,user,changed_aspects,changed aspects,1,31,6,2,8,5,0,5
creativity_0055,user,concerns,concerns,2,57,11,5,16,8,2,10
creativity_0055,user,future,future,1,47,7,3,10,7,0,7
creativity_0055,user,extra_comments,extra comments,1,4,0,1,1,0,0,0
creativity_0056,user,intro,intro,1,22,5,2,7,1,0,1
creativity_0056,user,basic_job_description,basic job description,3,54,6,0,6,17,0,17
creativity_0056,user,walkthrough,walkthrough,5,95,14,4,18,16,3,19
creativity_0056,user,project_example,project example,4,134,21,6,27,23,2,25
creativity_0056,user,dynamic,dynamic,7,166,31,12,43,19,0,19
creativity_0056,user,changed_aspects,changed aspects,8,136,17,9,26,21,2,23
creativity_0056,user,concerns,concerns,3,97,16,5,21,19,2,21
creativity_0056,user,future,future,6,139,22,12,34,16,2,18
creativity_0056,user,extra_comments,extra comments,1,7,0,1,1,0,0,0
creativity_0057,user,intro,intro,2,10,2,1,3,1,0,1
creativity_0057,user,basic_job_description,basic job description,4,100,17,1,18,25,2,27
creativity_0057,user,walkthrough,walkthrough,4,116,13,7,20,22,1,23
creativity_0057,user,project_example,project example,11,260,44,13,57,43,0,43
creativity_0057,user,dynamic,dynamic,1,57,8,2,10,11,0,11
creativity_0057,user,changed_aspects,changed aspects,2,47,9,2,11,5,1,6
creativity_0057,user,concerns,concerns,3,91,15,6,21,17,0,17
creativity_0057,user,future,future,4,97,15,8,23,16,0,16
creativity_0057,user,extra_comments,extra comments,1,9,1,1,2,0,0,0
creativity_0058,user,intro,intro,1,7,1,1,2,0,0,0
creativity_0058,user,basic_job_description,basic job description,2,42,3,1,4,12,0,12
creativity_0058,user,walkthrough,walkthrough,45,852,96,57,153,128,8,136
creativity_0058,user,project_example,project example,0,0,0,0,0,0,0,0
creativity_0058,user,dynamic,dynamic,11,148,18,14,32,20,2,22
creativity_0058,user,changed_aspects,changed aspects,2,39,4,3,7,7,0,7
creativity_0058,user,concerns,concerns,7,157,17,11,28,26,3,29
creativity_0058,user,future,future,8,147,22,9,31,25,2,27
creativity_0058,user,extra_comments,extra comments,8,140,13,6,19,20,2,22
creativity_0059,user,intro,intro,2,8,1,1,2,1,0,1
creativity_0059,user,basic_job_description,basic job description,4,70,9,8,17,11,0,11
creativity_0059,user,walkthrough,walkthrough,3,69,10,3,13,12,1,13
creativity_0059,user,project_example,project example,9,229,31,14,45,38,9,47
creativity_0059,user,dynamic,dynamic,0,0,0,0,0,0,0,0
creativity_0059,user,changed_aspects,changed aspects,4,108,15,11,26,16,0,16
creativity_0059,user,concerns,concerns,4,87,12,11,23,20,0,20
creativity_0059,user,future,future,4,93,13,9,22,16,0,16
creativity_0059,user,extra_comments,extra comments,4,116,17,12,29,15,3,18
creativity_0060,user,intro,intro,2,7,2,1,3,0,0,0
creativity_0060,user,basic_job_description,basic job description,7,105,18,7,25,13,0,13
creativity_0060,user,walkthrough,walkthrough,3,75,10,1,11,16,0,16
creativity_0060,user,project_example,project example,6,103,21,2,23,16,0,16
creativity_0060,user,dynamic,dynamic,6,102,15,9,24,14,0,14
creativity_0060,user,changed_aspects,changed aspects,4,74,9,7,16,6,1,7
creativity_0060,user,concerns,concerns,6,110,15,10,25,18,3,21
creativity_0060,user,future,future,5,108,17,9,26,14,1,15
creativity_0060,user,extra_comments,extra comments,2,8,1,1,2,0,0,0
creativity_0061,user,intro,intro,1,9,3,0,3,0,0,0
creativity_0061,user,basic_job_description,basic job description,5,146,15,5,20,48,0,48
creativity_0061,user,walkthrough,walkthrough,9,241,28,12,40,48,6,54
creativity_0061,user,project_example,project example,10,337,46,24,70,59,3,62
creativity_0061,user,dynamic,dynamic,5,177,25,11,36,24,3,27
creativity_0061,user,changed_aspects,changed aspects,1,65,6,7,13,14,1,15
creativity_0061,user,concerns,concerns,5,95,14,6,20,16,0,16
creativity_0061,user,future,future,5,178,24,11,35,33,2,35
creativity_0061,user,extra_comments,extra comments,1,15,0,1,1,3,0,3
creativity_0062,user,intro,intro,1,6,0,1,1,0,0,0
creativity_0062,user,basic_job_description,basic job description,5,137,11,0,11,56,0,56
creativity_0062,user,walkthrough,walkthrough,4,100,12,5,17,35,0,35
creativity_0062,user,project_example,project example,3,101,16,4,20,21,1,22
creativity_0062,user,dynamic,dynamic,3,45,6,2,8,10,1,11
creativity_0062,user,changed_aspects,changed aspects,3,87,10,8,18,14,1,15
creativity_0062,user,concerns,concerns,4,95,10,3,13,25,0,25
creativity_0062,user,future,future,4,101,16,11,27,15,0,15
creativity_0062,user,extra_comments,extra comments,2,56,8,4,12,8,2,10
creativity_0063,user,intro,intro,1,7,1,1,2,0,0,0
creativity_0063,user,basic_job_description,basic job description,3,49,5,2,7,10,0,10
creativity_0063,user,walkthrough,walkthrough,10,185,28,8,36,36,5,41
creativity_0063,user,project_example,project example,6,116,14,8,22,20,0,20
creativity_0063,user,dynamic,dynamic,6,147,17,9,26,21,1,22
creativity_0063,user,changed_aspects,changed aspects,2,60,8,6,14,8,0,8
creativity_0063,user,concerns,concerns,5,119,15,9,24,21,0,21
creativity_0063,user,future,future,7,145,18,12,30,20,1,21
creativity_0063,user,extra_comments,extra comments,2,12,1,1,2,1,0,1
creativity_0064,user,intro,intro,1,3,1,0,1,0,0,0
creativity_0064,user,basic_job_description,basic job description,2,45,3,4,7,13,0,13
creativity_0064,user,walkthrough,walkthrough,5,96,17,3,20,20,0,20
creativity_0064,user,project_example,project example,6,125,18,3,21,26,0,26
creativity_0064,user,dynamic,dynamic,4,74,14,3,17,13,0,13
creativity_0064,user,changed_aspects,changed aspects,3,104,18,7,25,14,0,14
creativity_0064,user,concerns,concerns,8,200,22,18,40,29,2,31
creativity_0064,user,future,future,3,66,9,10,19,9,0,9
creativity_0064,user,extra_comments,extra comments,2,8,1,0,1,1,0,1
creativity_0065,user,intro,intro,1,4,0,1,1,0,0,0
creativity_0065,user,basic_job_description,basic job description,6,82,7,5,12,21,0,21
creativity_0065,user,walkthrough,walkthrough,2,80,8,1,9,18,3,21
creativity_0065,user,project_example,project example,4,84,12,10,22,13,1,14
creativity_0065,user,dynamic,dynamic,2,23,1,3,4,3,1,4
creativity_0065,user,changed_aspects,changed aspects,1,16,2,1,3,3,0,3
creativity_0065,user,concerns,concerns,3,64,7,5,12,13,1,14
creativity_0065,user,future,future,3,29,4,1,5,6,0,6
creativity_0065,user,extra_comments,extra comments,2,55,8,5,13,8,2,10
creativity_0066,user,intro,intro,1,2,1,0,1,0,0,0
creativity_0066,user,basic_job_description,basic job description,4,85,9,9,18,29,0,29
creativity_0066,user,walkthrough,walkthrough,12,242,28,20,48,51,4,55
creativity_0066,user,project_example,project example,13,262,38,14,52,50,2,52
creativity_0066,user,dynamic,dynamic,8,178,27,11,38,20,0,20
creativity_0066,user,changed_aspects,changed aspects,6,148,22,11,33,19,2,21
creativity_0066,user,concerns,concerns,3,51,7,5,12,9,2,11
creativity_0066,user,future,future,11,235,30,20,50,46,0,46
creativity_0066,user,extra_comments,extra comments,1,6,1,0,1,0,0,0
creativity_0067,user,intro,intro,1,5,1,0,1,0,0,0
creativity_0067,user,basic_job_description,basic job description,2,41,4,3,7,13,0,13
creativity_0067,user,walkthrough,walkthrough,3,70,8,3,11,10,1,11
creativity_0067,user,project_example,project example,7,125,19,6,25,24,2,26
creativity_0067,user,dynamic,dynamic,3,60,5,5,10,13,1,14
creativity_0067,user,changed_aspects,changed aspects,2,29,3,2,5,6,0,6
creativity_0067,user,concerns,concerns,3,38,3,6,9,3,1,4
creativity_0067,user,future,future,3,55,9,5,14,7,1,8
creativity_0067,user,extra_comments,extra comments,1,13,1,0,1,1,0,1
creativity_0068,user,intro,intro,1,8,1,0,1,1,0,1
creativity_0068,user,basic_job_description,basic job description,5,126,16,3,19,27,1,28
creativity_0068,user,walkthrough,walkthrough,0,0,0,0,0,0,0,0
creativity_0068,user,project_example,project example,6,159,23,14,37,25,1,26
creativity_0068,user,dynamic,dynamic,4,119,19,8,27,12,1,13
creativity_0068,user,changed_aspects,changed aspects,3,71,14,5,19,8,0,8
creativity_0068,user,concerns,concerns,6,161,20,8,28,27,3,30
creativity_0068,user,future,future,6,114,15,14,29,19,0,19
creativity_0068,user,extra_comments,extra comments,1,1,0,0,0,0,0,0
creativity_0069,user,intro,intro,3,20,3,2,5,1,0,1
creativity_0069,user,basic_job_description,basic job description,8,142,17,5,22,35,0,35
creativity_0069,user,walkthrough,walkthrough,7,183,30,14,44,21,3,24
creativity_0069,user,project_example,project example,6,159,27,10,37,20,6,26
creativity_0069,user,dynamic,dynamic,11,189,32,15,47,20,3,23
creativity_0069,user,changed_aspects,changed aspects,15,256,35,23,58,36,2,38
creativity_0069,user,concerns,concerns,8,167,24,7,31,35,1,36
creativity_0069,user,future,future,5,112,19,9,28,12,1,13
creativity_0069,user,extra_comments,extra comments,1,6,1,1,2,0,0,0
creativity_0070,user,intro,intro,1,6,3,0,3,0,0,0
creativity_0070,user,basic_job_description,basic job description,4,77,8,7,15,14,0,14
creativity_0070,user,walkthrough,walkthrough,21,545,75,35,110,91,2,93
creativity_0070,user,project_example,project example,6,223,24,12,36,42,6,48
creativity_0070,user,dynamic,dynamic,8,165,17,19,36,23,0,23
creativity_0070,user,changed_aspects,changed aspects,4,102,15,7,22,18,1,19
creativity_0070,user,concerns,concerns,9,250,36,24,60,42,3,45
creativity_0070,user,future,future,5,150,18,16,34,32,5,37
creativity_0070,user,extra_comments,extra comments,1,2,0,0,0,0,0,0
creativity_0071,user,intro,intro,1,7,1,0,1,0,0,0
creativity_0071,user,basic_job_description,basic job description,4,118,11,7,18,31,0,31
creativity_0071,user,walkthrough,walkthrough,8,317,44,12,56,64,6,70
creativity_0071,user,project_example,project example,7,213,27,11,38,48,0,48
creativity_0071,user,dynamic,dynamic,5,119,20,5,25,21,0,21
creativity_0071,user,changed_aspects,changed aspects,6,165,23,14,37,29,0,29
creativity_0071,user,concerns,concerns,8,231,33,22,55,35,1,36
creativity_0071,user,future,future,4,129,22,8,30,22,2,24
creativity_0071,user,extra_comments,extra comments,1,1,0,0,0,0,0,0
creativity_0072,user,intro,intro,1,7,1,1,2,0,0,0
creativity_0072,user,basic_job_description,basic job description,4,53,4,2,6,16,0,16
creativity_0072,user,walkthrough,walkthrough,7,205,27,12,39,46,0,46
creativity_0072,user,project_example,project example,5,106,17,2,19,21,0,21
creativity_0072,user,dynamic,dynamic,9,190,21,10,31,28,2,30
creativity_0072,user,changed_aspects,changed aspects,3,83,16,4,20,10,0,10
creativity_0072,user,concerns,concerns,6,204,35,17,52,31,1,32
creativity_0072,user,future,future,7,181,21,16,37,35,1,36
creativity_0072,user,extra_comments,extra comments,9,159,23,15,38,18,1,19
creativity_0073,user,intro,intro,1,7,3,0,3,0,0,0
creativity_0073,user,basic_job_description,basic job description,5,141,16,9,25,28,3,31
creativity_0073,user,walkthrough,walkthrough,18,481,66,32,98,92,10,102
creativity_0073,user,project_example,project example,7,184,29,10,39,31,0,31
creativity_0073,user,dynamic,dynamic,3,105,16,11,27,17,0,17
creativity_0073,user,changed_aspects,changed aspects,2,103,21,7,28,16,0,16
creativity_0073,user,concerns,concerns,3,135,22,11,33,29,0,29
creativity_0073,user,future,future,4,218,35,12,47,34,0,34
creativity_0073,user,extra_comments,extra comments,2,13,1,1,2,2,0,2
creativity_0074,user,intro,intro,1,8,3,0,3,0,0,0
creativity_0074,user,basic_job_description,basic job description,2,31,5,1,6,10,0,10
creativity_0074,user,walkthrough,walkthrough,13,296,41,21,62,65,4,69
creativity_0074,user,project_example,project example,6,165,21,19,40,26,0,26
creativity_0074,user,dynamic,dynamic,3,49,6,2,8,10,0,10
creativity_0074,user,changed_aspects,changed aspects,1,30,5,2,7,4,0,4
creativity_0074,user,concerns,concerns,8,185,30,14,44,32,1,33
creativity_0074,user,future,future,4,83,13,5,18,12,0,12
creativity_0074,user,extra_comments,extra comments,1,1,0,0,0,0,0,0
creativity_0075,user,intro,intro,1,6,0,1,1,0,0,0
creativity_0075,user,basic_job_description,basic job description,3,58,3,3,6,16,2,18
creativity_0075,user,walkthrough,walkthrough,2,38,6,3,9,6,2,8
creativity_0075,user,project_example,project example,4,148,24,5,29,24,5,29
creativity_0075,user,dynamic,dynamic,5,79,10,5,15,16,0,16
creativity_0075,user,changed_aspects,changed aspects,2,56,6,5,11,9,1,10
creativity_0075,user,concerns,concerns,3,72,7,5,12,16,1,17
creativity_0075,user,future,future,3,48,6,4,10,11,1,12
creativity_0075,user,extra_comments,extra comments,1,5,0,0,0,1,0,1
creativity_0076,user,intro,intro,2,11,2,1,3,1,0,1
creativity_0076,user,basic_job_description,basic job description,1,66,6,2,8,17,0,17
creativity_0076,user,walkthrough,walkthrough,4,145,19,1,20,40,3,43
creativity_0076,user,project_example,project example,3,149,19,2,21,30,2,32
creativity_0076,user,dynamic,dynamic,4,175,17,9,26,30,2,32
creativity_0076,user,changed_aspects,changed aspects,3,126,20,7,27,19,0,19
creativity_0076,user,concerns,concerns,2,91,18,5,23,14,0,14
creativity_0076,user,future,future,3,75,11,4,15,16,2,18
creativity_0076,user,extra_comments,extra comments,2,11,0,1,1,1,0,1
creativity_0077,user,intro,intro,1,3,1,0,1,0,0,0
creativity_0077,user,basic_job_description,basic job description,3,43,4,4,8,5,1,6
creativity_0077,user,walkthrough,walkthrough,3,95,15,4,19,17,1,18
creativity_0077,user,project_example,project example,4,129,19,8,27,25,2,27
creativity_0077,user,dynamic,dynamic,2,100,17,9,26,14,0,14
creativity_0077,user,changed_aspects,changed aspects,4,92,12,5,17,13,1,14
creativity_0077,user,concerns,concerns,2,41,4,1,5,12,1,13
creativity_0077,user,future,future,5,178,27,13,40,29,3,32
creativity_0077,user,extra_comments,extra comments,2,10,2,1,3,0,0,0
creativity_0078,user,intro,intro,1,6,1,0,1,0,0,0
creativity_0078,user,basic_job_description,basic job description,4,86,9,6,15,18,0,18
creativity_0078,user,walkthrough,walkthrough,8,221,31,8,39,49,0,49
creativity_0078,user,project_example,project example,6,132,16,7,23,25,1,26
creativity_0078,user,dynamic,dynamic,4,159,17,9,26,30,0,30
creativity_0078,user,changed_aspects,changed aspects,6,158,27,7,34,27,3,30
creativity_0078,user,concerns,concerns,4,80,13,8,21,17,2,19
creativity_0078,user,future,future,5,142,22,13,35,27,2,29
creativity_0078,user,extra_comments,extra comments,1,7,1,1,2,0,0,0
creativity_0079,user,intro,intro,1,5,1,0,1,0,0,0
creativity_0079,user,basic_job_description,basic job description,2,42,7,0,7,9,0,9
creativity_0079,user,walkthrough,walkthrough,4,89,12,6,18,23,0,23
creativity_0079,user,project_example,project example,4,110,13,4,17,19,6,25
creativity_0079,user,dynamic,dynamic,2,50,4,1,5,12,1,13
creativity_0079,user,changed_aspects,changed aspects,3,72,10,3,13,15,3,18
creativity_0079,user,concerns,concerns,6,79,9,7,16,11,2,13
creativity_0079,user,future,future,2,29,5,4,9,2,0,2
creativity_0079,user,extra_comments,extra comments,2,15,3,1,4,1,0,1
creativity_0080,user,intro,intro,1,1,0,0,0,0,0,0
creativity_0080,user,basic_job_description,basic job description,3,87,10,3,13,21,0,21
creativity_0080,user,walkthrough,walkthrough,4,76,14,4,18,15,1,16
creativity_0080,user,project_example,project example,9,300,31,21,52,53,0,53
creativity_0080,user,dynamic,dynamic,2,37,7,3,10,5,0,5
creativity_0080,user,changed_aspects,changed aspects,2,43,11,2,13,6,0,6
creativity_0080,user,concerns,concerns,11,313,47,23,70,49,2,51
creativity_0080,user,future,future,3,52,6,4,10,10,0,10
creativity_0080,user,extra_comments,extra comments,2,11,1,2,3,0,0,0
creativity_0081,user,intro,intro,2,6,1,0,1,1,0,1
creativity_0081,user,basic_job_description,basic job description,5,143,16,3,19,42,0,42
creativity_0081,user,walkthrough,walkthrough,10,265,34,16,50,55,1,56
creativity_0081,user,project_example,project example,5,96,13,5,18,18,3,21
creativity_0081,user,dynamic,dynamic,6,140,18,10,28,25,0,25
creativity_0081,user,changed_aspects,changed aspects,6,114,13,9,22,28,0,28
creativity_0081,user,concerns,concerns,5,158,21,15,36,19,3,22
creativity_0081,user,future,future,5,76,10,5,15,11,0,11
creativity_0081,user,extra_comments,extra comments,2,11,1,1,2,1,0,1
creativity_0082,user,intro,intro,1,4,0,1,1,0,0,0
creativity_0082,user,basic_job_description,basic job description,3,23,3,3,6,4,0,4
creativity_0082,user,walkthrough,walkthrough,6,117,13,8,21,28,1,29
creativity_0082,user,project_example,project example,6,108,14,4,18,22,2,24
creativity_0082,user,dynamic,dynamic,12,242,29,20,49,39,0,39
creativity_0082,user,changed_aspects,changed aspects,0,0,0,0,0,0,0,0
creativity_0082,user,concerns,concerns,3,73,8,5,13,13,1,14
creativity_0082,user,future,future,6,147,19,10,29,32,3,35
creativity_0082,user,extra_comments,extra comments,1,1,0,0,0,0,0,0
creativity_0083,user,intro,intro,1,10,2,1,3,1,0,1
creativity_0083,user,basic_job_description,basic job description,4,80,6,3,9,24,1,25
creativity_0083,user,walkthrough,walkthrough,5,139,14,6,20,34,4,38
creativity_0083,user,project_example,project example,8,209,27,9,36,33,4,37
creativity_0083,user,dynamic,dynamic,4,96,15,5,20,14,0,14
creativity_0083,user,changed_aspects,changed aspects,4,137,15,9,24,24,0,24
creativity_0083,user,concerns,concerns,3,71,10,7,17,14,0,14
creativity_0083,user,future,future,6,122,18,7,25,17,0,17
creativity_0083,user,extra_comments,extra comments,2,8,0,1,1,1,0,1
creativity_0084,user,intro,intro,2,12,1,2,3,0,0,0
creativity_0084,user,basic_job_description,basic job description,5,113,13,3,16,28,0,28
creativity_0084,user,walkthrough,walkthrough,7,251,39,20,59,43,2,45
creativity_0084,user,project_example,project example,6,222,30,16,46,33,0,33
creativity_0084,user,dynamic,dynamic,3,120,16,12,28,12,1,13
creativity_0084,user,changed_aspects,changed aspects,6,217,31,16,47,39,1,40
creativity_0084,user,concerns,concerns,10,181,20,16,36,18,2,20
creativity_0084,user,future,future,9,169,23,14,37,23,2,25
creativity_0084,user,extra_comments,extra comments,6,139,22,12,34,21,2,23
creativity_0085,user,intro,intro,1,7,1,0,1,1,0,1
creativity_0085,user,basic_job_description,basic job description,3,29,3,0,3,8,2,10
creativity_0085,user,walkthrough,walkthrough,3,38,7,2,9,7,1,8
creativity_0085,user,project_example,project example,3,63,11,3,14,11,8,19
creativity_0085,user,dynamic,dynamic,2,43,10,4,14,5,1,6
creativity_0085,user,changed_aspects,changed aspects,3,39,5,1,6,9,1,10
creativity_0085,user,concerns,concerns,3,53,9,6,15,6,2,8
creativity_0085,user,future,future,1,24,5,1,6,5,0,5
creativity_0085,user,extra_comments,extra comments,2,9,1,1,2,0,0,0
creativity_0086,user,intro,intro,2,10,3,0,3,0,1,1
creativity_0086,user,basic_job_description,basic job description,4,103,12,8,20,22,0,22
creativity_0086,user,walkthrough,walkthrough,3,99,12,5,17,23,1,24
creativity_0086,user,project_example,project example,4,104,14,7,21,10,2,12
creativity_0086,user,dynamic,dynamic,5,84,12,5,17,11,3,14
creativity_0086,user,changed_aspects,changed aspects,2,49,8,1,9,10,0,10
creativity_0086,user,concerns,concerns,7,156,17,17,34,26,4,30
creativity_0086,user,future,future,10,204,29,17,46,36,0,36
creativity_0086,user,extra_comments,extra comments,4,40,5,1,6,8,2,10
creativity_0087,user,intro,intro,2,17,3,2,5,1,0,1
creativity_0087,user,basic_job_description,basic job description,2,41,3,3,6,9,2,11
creativity_0087,user,walkthrough,walkthrough,5,173,28,3,31,36,7,43
creativity_0087,user,project_example,project example,7,200,23,7,30,43,2,45
creativity_0087,user,dynamic,dynamic,4,83,10,4,14,18,2,20
creativity_0087,user,changed_aspects,changed aspects,3,84,13,5,18,15,1,16
creativity_0087,user,concerns,concerns,2,49,6,2,8,10,1,11
creativity_0087,user,future,future,3,85,16,7,23,12,2,14
creativity_0087,user,extra_comments,extra comments,1,1,0,0,0,0,0,0
creativity_0088,user,intro,intro,2,13,2,2,4,0,0,0
creativity_0088,user,basic_job_description,basic job description,3,53,5,1,6,14,0,14
creativity_0088,user,walkthrough,walkthrough,3,58,6,8,14,9,1,10
creativity_0088,user,project_example,project example,11,268,25,13,38,53,2,55
creativity_0088,user,dynamic,dynamic,3,63,9,2,11,10,0,10
creativity_0088,user,changed_aspects,changed aspects,7,138,17,8,25,23,2,25
creativity_0088,user,concerns,concerns,3,55,7,4,11,11,0,11
creativity_0088,user,future,future,2,57,7,4,11,12,0,12
creativity_0088,user,extra_comments,extra comments,1,17,1,2,3,3,0,3
creativity_0089,user,intro,intro,2,7,3,0,3,0,0,0
creativity_0089,user,basic_job_description,basic job description,4,78,6,2,8,26,0,26
creativity_0089,user,walkthrough,walkthrough,16,361,59,27,86,67,3,70
creativity_0089,user,project_example,project example,15,328,50,13,63,56,3,59
creativity_0089,user,dynamic,dynamic,5,104,16,5,21,15,0,15
creativity_0089,user,changed_aspects,changed aspects,4,193,26,13,39,27,1,28
creativity_0089,user,concerns,concerns,11,272,43,23,66,49,3,52
creativity_0089,user,future,future,5,127,21,9,30,18,1,19
creativity_0089,user,extra_comments,extra comments,2,11,3,0,3,0,0,0
creativity_0090,user,intro,intro,1,2,1,0,1,0,0,0
creativity_0090,user,basic_job_description,basic job description,2,54,7,5,12,13,0,13
