transcript_id,sent_id,section,role,cluster,long_cluster,voice,pattern,subj_lemma,pred_lemma,obj_lemma,action_lemma,subj_text,pred_text,obj_text,action_text
creativity_0015,3,walkthrough,user,"Art, design, crafts",1,ACT,SV,I,craft,,,I,craft,,
creativity_0015,4,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,use,AI,,I,use,AI,
creativity_0015,2,project_example,user,"Art, design, crafts",1,ACT,SVOxCOMP,I,use,AI,help,I,used,AI,help
creativity_0015,2,project_example,user,"Art, design, crafts",1,ACT,SV,I,write,,,I,writing,,
creativity_0015,2,project_example,user,"Art, design, crafts",1,ACT,SV,woman,exist,,,women,exist,,
creativity_0015,3,project_example,user,"Art, design, crafts",1,ACT,SVO,I,find,that,,I,found,that,
creativity_0015,4,project_example,user,"Art, design, crafts",1,ACT,SVOxCOMP,it,allow,I,focus,It,allowed,me,focus
creativity_0015,1,dynamic,user,"Art, design, crafts",1,ACT,SVO,I,have,idea,,I,have,the main idea,
creativity_0015,1,dynamic,user,"Art, design, crafts",1,ACT,SVOxCOMP,I,use,AI,expand,I,use,AI,expand
creativity_0015,2,dynamic,user,"Art, design, crafts",1,ACT,SVO,I,create,series,,I,creating,a series artwork,
creativity_0015,2,dynamic,user,"Art, design, crafts",1,ACT,SVO,that,feature,landscape,,that,features,landscapes,
creativity_0015,2,dynamic,user,"Art, design, crafts",1,ACT,SVOxCOMP,I,ask,AI,help,I,ask,the AI,help
creativity_0015,2,dynamic,user,"Art, design, crafts",1,ACT,SV,that,exist,,,that,exist,,
creativity_0015,3,dynamic,user,"Art, design, crafts",1,ACT,SVxCOMP,AI,help,,bring,AI,helps,,bring
creativity_0016,1,walkthrough,user,Content writing,2,ACT,SVO,I,use,AI,,I,use,AI,
creativity_0016,2,walkthrough,user,Content writing,2,ACT,SVO,I,use,AI,,I,use,AI,
creativity_0016,3,walkthrough,user,Content writing,2,ACT,SVO,my,create,writing,,my,creating,writing,
creativity_0016,3,walkthrough,user,Content writing,2,ACT,SVO,I,use,AI,,I,use,AI,
creativity_0016,1,project_example,user,Content writing,2,ACT,SVO,I,attend,convention,,I,attended,a game design convention,
creativity_0016,1,project_example,user,Content writing,2,ACT,SVO,participant,play,game,,participants,played,each games,
creativity_0016,2,project_example,user,Content writing,2,ACT,SVO,I,use,AI,,I,used,AI,
creativity_0016,2,project_example,user,Content writing,2,ACT,SVxCOMP,that,help,,represent,that,helped,,represent
creativity_0016,3,project_example,user,Content writing,2,ACT,SVxCOMP,this,wind,,take,This,wound,,taking
creativity_0016,3,project_example,user,Content writing,2,ACT,SVO,AI,have,difficulty,,the AI,had,difficulty parameters,
creativity_0016,4,project_example,user,Content writing,2,ACT,SVxCOMP,I,wind,,use,I,wound,,using
creativity_0016,1,dynamic,user,Content writing,2,ACT,SV,I,feel,,,I,feel,,
creativity_0016,1,dynamic,user,Content writing,2,ACT,SVO,I,drive,decision,,I,driving,the decisions,
creativity_0016,1,dynamic,user,Content writing,2,ACT,SVO,I,have,idea,,I,have,a clear idea head,
creativity_0016,2,dynamic,user,Content writing,2,ACT,SV,I,envision,,,I,envision,,
creativity_0016,2,dynamic,user,Content writing,2,PASS,SVO,I,leave,I,,I,left,I,
creativity_0016,2,dynamic,user,Content writing,2,ACT,SVxCOMP,I,have,,settle,I,have,,settle
creativity_0016,3,dynamic,user,Content writing,2,ACT,SV,it,work,,,it,works,,
creativity_0017,1,basic_job_description,user,Fiction writing,0,ACT,SVO,I,write,lot,,I,write,a lot,
creativity_0017,2,basic_job_description,user,Fiction writing,0,ACT,SVO,I,write,fantasy,,I,write,fantasy,
creativity_0017,3,basic_job_description,user,Fiction writing,0,ACT,SV,this,result,,,This,results,,
creativity_0017,3,basic_job_description,user,Fiction writing,0,ACT,SVxCOMP,it,take,,travel,it,takes,,travel
creativity_0017,3,basic_job_description,user,Fiction writing,0,ACT,SVO,I,represent,they,,I,representing,them,
creativity_0017,4,basic_job_description,user,Fiction writing,0,ACT,SVO,I,run,campaign,,I,run,a Dungeons homebrew campaign,
creativity_0017,4,basic_job_description,user,Fiction writing,0,ACT,SVO,which,involve,lot,,which,involves,a lot worldbuilding,
creativity_0017,4,basic_job_description,user,Fiction writing,0,ACT,SV,party,encounter,,,my party,encountered,,
creativity_0017,2,walkthrough,user,Fiction writing,0,ACT,SVxCOMP,I,start,,use,I,started,,using
creativity_0017,2,walkthrough,user,Fiction writing,0,ACT,SVO,I,use,they,,I,use,them,
creativity_0017,3,walkthrough,user,Fiction writing,0,ACT,SV,I,come,,,I,come,,
creativity_0017,3,walkthrough,user,Fiction writing,0,ACT,SVO,search,require,tweak,,an internet search kind,requires,multiple tweaks,
creativity_0017,3,walkthrough,user,Fiction writing,0,ACT,SV,I,go,,,I,going,,
creativity_0017,3,walkthrough,user,Fiction writing,0,ACT,SV,I,look,,,I,looking,,
creativity_0017,4,walkthrough,user,Fiction writing,0,ACT,SVO,I,use,tool,,I,used,AI tools,
creativity_0017,4,walkthrough,user,Fiction writing,0,ACT,SVO,weapon,create,spark,,a weapon,create,sparks,
creativity_0017,2,project_example,user,Fiction writing,0,ACT,SVxCOMP,I,ask,,create,I,asked,,create
creativity_0017,2,project_example,user,Fiction writing,0,ACT,SVO,kind,create,spark,,what kinds metal,create,sparks,
creativity_0017,2,project_example,user,Fiction writing,0,ACT,SVO,kind,create,spark,,that kind contact,create,sparks,
creativity_0017,2,project_example,user,Fiction writing,0,PASS,SVO,weapon,make,weapon,,the two unspecified weapons,made,the two unspecified weapons,
creativity_0017,3,project_example,user,Fiction writing,0,ACT,SV,I,ask,,,I,asked,,
creativity_0017,3,project_example,user,Fiction writing,0,ACT,SVO,I,provide,detail,,I,provide,any details that,
creativity_0017,4,project_example,user,Fiction writing,0,ACT,SVxCOMP,I,ask,,capture,I,asked,,captured
creativity_0017,4,project_example,user,Fiction writing,0,ACT,SV,I,write,,,I,written,,
creativity_0017,4,project_example,user,Fiction writing,0,ACT,SVO,description,capture,amount,,the description,captured,the amount sparks,
creativity_0017,4,project_example,user,Fiction writing,0,PASS,SVO,that,create,that,,that,created,that,
creativity_0017,5,project_example,user,Fiction writing,0,ACT,SVO,it,influence,what,,It,influence,what,
creativity_0017,5,project_example,user,Fiction writing,0,ACT,SV,I,write,,,I,wrote,,
creativity_0017,6,project_example,user,Fiction writing,0,ACT,SV,I,learn,,,I,learned,,
creativity_0017,6,project_example,user,Fiction writing,0,PASS,SVO,weapon,create,spark,,by the weapons,created,sparks,
creativity_0017,6,project_example,user,Fiction writing,0,ACT,SVO,I,edit,reference,,I,edited,the reference sparks,
creativity_0017,6,project_example,user,Fiction writing,0,ACT,SVxCOMP,I,learn,,need,I,learned,,need
creativity_0017,6,project_example,user,Fiction writing,0,ACT,SVxCOMP,I,need,,change,I,need,,change
creativity_0017,7,project_example,user,Fiction writing,0,ACT,SV,I,feel,,,I,felt,,
creativity_0017,7,project_example,user,Fiction writing,0,ACT,SV,I,write,,,I,written,,
creativity_0017,1,dynamic,user,Fiction writing,0,ACT,SVO,I,use,it,,I,use,it,
creativity_0017,1,dynamic,user,Fiction writing,0,ACT,SVO,I,describe,it,,I,describe,it,
creativity_0017,2,dynamic,user,Fiction writing,0,ACT,SVO,I,use,it,,I,use,it,
creativity_0017,2,dynamic,user,Fiction writing,0,ACT,SV,I,need,,,I,need,,
creativity_0018,1,basic_job_description,user,Audiovisual,4,ACT,SVO,I,compose,music,,I,compose,music,
creativity_0018,2,basic_job_description,user,Audiovisual,4,ACT,SVO,I,use,x,,I,use,logic pro x,
creativity_0018,4,basic_job_description,user,Audiovisual,4,ACT,SV,anything,be,,,anything video,is,,
creativity_0018,4,basic_job_description,user,Audiovisual,4,ACT,SVO,I,treat,scoring,,I,treat,that scoring,
creativity_0018,1,walkthrough,user,Audiovisual,4,ACT,SV,I,use,,,I,use,,
creativity_0018,2,walkthrough,user,Audiovisual,4,ACT,SV,plugin,be,,,no good ai plugins,are,,
creativity_0018,2,walkthrough,user,Audiovisual,4,ACT,SVO,I,find,that,,I,found,that,
creativity_0018,2,walkthrough,user,Audiovisual,4,ACT,SV,I,find,,,I,found,,
creativity_0018,3,walkthrough,user,Audiovisual,4,ACT,SVO,producer,generate,idea,,orb producer,generates,rough musical ideas,
creativity_0018,4,walkthrough,user,Audiovisual,4,ACT,SVO,I,use,they,,I,use,them,
creativity_0018,4,walkthrough,user,Audiovisual,4,ACT,SVO,writer,block,hit,,writers,block,hits,
creativity_0018,1,project_example,user,Audiovisual,4,ACT,SV,I,come,,,I,come,,
creativity_0018,1,project_example,user,Audiovisual,4,ACT,SV,I,like,,,I,liked,,
creativity_0018,1,project_example,user,Audiovisual,4,ACT,SVO,I,use,scaler,,I,used,scaler,
creativity_0018,2,project_example,user,Audiovisual,4,ACT,SVO,it,have,preset,,It,has,presets,
creativity_0018,2,project_example,user,Audiovisual,4,ACT,SV,user,scale,,,the user,scale,,
creativity_0018,3,project_example,user,Audiovisual,4,ACT,SVxCOMP,I,end,,find,I,end,,finding
creativity_0018,3,project_example,user,Audiovisual,4,ACT,SV,I,like,,,I,liked,,
creativity_0018,4,project_example,user,Audiovisual,4,ACT,SVxCOMP,I,try,,rely,I,try,,rely
creativity_0018,4,project_example,user,Audiovisual,4,PASS,SVO,I,use,I,,I,used,I,
creativity_0018,4,project_example,user,Audiovisual,4,ACT,SVO,I,need,it,,I,need,it,
creativity_0018,1,dynamic,user,Audiovisual,4,ACT,SVxCOMP,I,hate,,admit,I,hate,,admit
creativity_0018,1,dynamic,user,Audiovisual,4,ACT,SVO,plugin,have,most,,the plugin,has,most control,
creativity_0018,2,dynamic,user,Audiovisual,4,ACT,SV,I,want,,,I,want,,
creativity_0018,2,dynamic,user,Audiovisual,4,ACT,SVO,plugin,do,%,,the plugin,doing,100 % work,
creativity_0018,3,dynamic,user,Audiovisual,4,ACT,SV,I,do,,,I,do,,
creativity_0018,3,dynamic,user,Audiovisual,4,ACT,SVO,all,hit,button,,All,hit,the button,
creativity_0018,3,dynamic,user,Audiovisual,4,ACT,SV,chord,show,,,the chords,show,,
creativity_0019,1,basic_job_description,user,"Art, design, crafts",1,ACT,SV,project,be,,,multiple different projects,are,,
creativity_0019,2,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,I,create,template,,I,created,many powerpoint templates,
creativity_0019,1,walkthrough,user,"Art, design, crafts",1,ACT,SVOxCOMP,I,find,myself,ask,I,find,myself,asking
creativity_0019,1,walkthrough,user,"Art, design, crafts",1,ACT,SV,it,come,,,it,comes,,
creativity_0019,2,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,have,idea,,I,have,a general idea what,
creativity_0019,2,walkthrough,user,"Art, design, crafts",1,ACT,SVxCOMP,I,want,,do,I,want,,do
creativity_0019,2,walkthrough,user,"Art, design, crafts",1,ACT,SV,enhancement,be,,,any possible enhancements,are,,
creativity_0019,3,walkthrough,user,"Art, design, crafts",1,ACT,SVOxCOMP,I,find,myself,use,I,find,myself,using
creativity_0019,4,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,feed,it,,I,feed,it,
creativity_0019,4,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,feed,idea,,I,feed,my ideas,
creativity_0019,4,walkthrough,user,"Art, design, crafts",1,ACT,SV,anything,be,,,anything,is,,
creativity_0019,4,walkthrough,user,"Art, design, crafts",1,ACT,SV,I,overlook,,,I,overlooking,,
creativity_0019,5,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,use,it,,I,use,it,
creativity_0019,5,walkthrough,user,"Art, design, crafts",1,ACT,SV,I,think,,,I,thought,,
creativity_0019,1,project_example,user,"Art, design, crafts",1,ACT,SV,I,feel,,,I,feel,,
creativity_0019,1,project_example,user,"Art, design, crafts",1,ACT,SV,work,come,,,the work,come,,
creativity_0019,1,project_example,user,"Art, design, crafts",1,ACT,SVO,I,use,it,,I,used,it,
creativity_0019,2,project_example,user,"Art, design, crafts",1,ACT,SV,it,feel,,,It,feels,,
creativity_0019,2,project_example,user,"Art, design, crafts",1,ACT,SVO,AI,create,art,,AI,created,art,
creativity_0019,3,project_example,user,"Art, design, crafts",1,ACT,SV,that,come,,,that,comes,,
creativity_0019,3,project_example,user,"Art, design, crafts",1,ACT,SV,project,deal,,,A recent project,dealing,,
creativity_0019,4,project_example,user,"Art, design, crafts",1,ACT,SVO,I,have,design,,I,had,several mock designs,
creativity_0019,5,project_example,user,"Art, design, crafts",1,ACT,SVO,ask,shift,perception,,Asking,shift,brand perception,
creativity_0019,5,project_example,user,"Art, design, crafts",1,ACT,SVO,approach,have,impact,,a minimalist approach,have,the same impact direction,
creativity_0019,6,project_example,user,"Art, design, crafts",1,ACT,SV,it,feel,,,It,felt,,
creativity_0019,1,dynamic,user,"Art, design, crafts",1,ACT,SVxCOMP,I,say,,feel,I,say,,feel
creativity_0019,1,dynamic,user,"Art, design, crafts",1,ACT,SV,I,feel,,,I,feel,,
creativity_0019,2,dynamic,user,"Art, design, crafts",1,ACT,SV,I,feel,,,I,feel,,
creativity_0019,2,dynamic,user,"Art, design, crafts",1,ACT,SVO,I,have,vison,,I,have,the specific vison,
creativity_0019,2,dynamic,user,"Art, design, crafts",1,ACT,SVOxCOMP,model,help,I,work,the model,helping,me,work
creativity_0019,3,dynamic,user,"Art, design, crafts",1,ACT,SVO,it,answer,question,,It,answering,my questions,
creativity_0020,1,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,I,do,photography,,I,do,photography,
creativity_0020,2,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,use,denoise,,I,use,Photoshops AI denoise,
creativity_0020,3,walkthrough,user,"Art, design, crafts",1,ACT,SVOxCOMP,I,use,Diffusion,iterate,I,used,Firefly Diffusion,iterate
creativity_0020,1,project_example,user,"Art, design, crafts",1,ACT,SVxCOMP,I,have,,produce,I,had,,produce
creativity_0020,2,project_example,user,"Art, design, crafts",1,ACT,SVOxCOMP,AI,allow,I,iterate,AI,allowed,me,iterate
creativity_0020,3,project_example,user,"Art, design, crafts",1,ACT,SV,it,work,,,It,worked,,
creativity_0020,4,project_example,user,"Art, design, crafts",1,ACT,SVO,I,complete,illustration,,I,completed,my base illustration,
creativity_0020,4,project_example,user,"Art, design, crafts",1,PASS,SVO,that,modify,that,,that,modified,that,
creativity_0020,5,project_example,user,"Art, design, crafts",1,PASS,SVO,illustration,turn,illustration,,this finalised base illustration,turned,this finalised base illustration,
creativity_0020,1,dynamic,user,"Art, design, crafts",1,ACT,SVO,that,give,lot,,that,gives,a lot control,
creativity_0020,2,dynamic,user,"Art, design, crafts",1,ACT,SVO,I,understand,what,,I,understand,what,
creativity_0020,2,dynamic,user,"Art, design, crafts",1,ACT,SVOxCOMP,I,want,image,look,I,want,my final image,look
creativity_0020,3,dynamic,user,"Art, design, crafts",1,ACT,SVO,I,experience,thing,,I,experienced,similar things,
creativity_0020,3,dynamic,user,"Art, design, crafts",1,ACT,SV,lot,seem,,,a lot output,seems,,
creativity_0020,4,dynamic,user,"Art, design, crafts",1,ACT,SV,I,love,,,I,love,,
creativity_0020,4,dynamic,user,"Art, design, crafts",1,ACT,SV,randomness,be,,,less randomness,'s,,
creativity_0021,1,basic_job_description,user,Fiction writing,0,ACT,SVO,which,take,month,,which,take,months,
creativity_0021,2,basic_job_description,user,Fiction writing,0,ACT,SVO,I,write,story,,I,write,a short story,
creativity_0021,3,basic_job_description,user,Fiction writing,0,ACT,SV,they,go,,,they all,go,,
creativity_0021,3,basic_job_description,user,Fiction writing,0,ACT,SVxCOMP,which,include,,revisit,which,includes,,revisiting
creativity_0021,1,walkthrough,user,Fiction writing,0,ACT,SVO,I,use,AI,,I,use,AI,
creativity_0021,1,walkthrough,user,Fiction writing,0,ACT,SVxCOMP,I,need,,do,I,need,,do
creativity_0021,1,walkthrough,user,Fiction writing,0,ACT,SVxCOMP,I,want,,expand,I,want,,expand
creativity_0021,1,walkthrough,user,Fiction writing,0,ACT,SV,I,go,,,I,go,,
creativity_0021,2,walkthrough,user,Fiction writing,0,ACT,SVxCOMP,I,prefer,,rely,I,prefer,,rely
creativity_0021,3,walkthrough,user,Fiction writing,0,ACT,SVxCOMP,I,enjoy,,learn,I,enjoy,,learning
creativity_0021,3,walkthrough,user,Fiction writing,0,ACT,SVxCOMP,I,want,,give,I,want,,give
creativity_0021,4,walkthrough,user,Fiction writing,0,ACT,SVO,I,do,search,,I,do,a Google search,
creativity_0021,4,walkthrough,user,Fiction writing,0,ACT,SVO,AI,do,search,,AI,doing,that initial Google search,
creativity_0021,1,project_example,user,Fiction writing,0,ACT,SVxCOMP,I,enjoy,,write,I,enjoy,,writing
creativity_0021,1,project_example,user,Fiction writing,0,ACT,SVO,that,underpin,of,,that,underpins,of,
creativity_0021,2,project_example,user,Fiction writing,0,ACT,SVO,I,develop,planet,,I,developed,a planet,
creativity_0021,2,project_example,user,Fiction writing,0,ACT,SVO,I,need,that,,I,needed,that,
creativity_0021,2,project_example,user,Fiction writing,0,ACT,SVOxCOMP,I,ask,AI,help,I,asked,AI,help
creativity_0021,2,project_example,user,Fiction writing,0,ACT,SVO,I,think,which,,I,thought,which about,
creativity_0021,3,project_example,user,Fiction writing,0,ACT,SVO,it,provide,I,,It,provided,me,
creativity_0021,3,project_example,user,Fiction writing,0,ACT,SVO,it,tell,I,,it,telling,me,
creativity_0021,4,project_example,user,Fiction writing,0,ACT,SVO,it,get,couple,,It,got,a couple details,
creativity_0021,4,project_example,user,Fiction writing,0,ACT,SVxCOMP,I,think,,include,I,thought,,include
creativity_0021,2,dynamic,user,Fiction writing,0,ACT,SVO,I,use,response,,I,use,AI responses,
creativity_0021,2,dynamic,user,Fiction writing,0,ACT,SVO,I,use,piece,,I,use,any other piece nonfiction,
creativity_0021,2,dynamic,user,Fiction writing,0,ACT,SVO,I,read,that,,I,read,that,
creativity_0021,4,dynamic,user,Fiction writing,0,ACT,SVO,I,see,spark,,I,see,the sparks what,
creativity_0022,1,basic_job_description,user,"Art, design, crafts",1,ACT,SVxCOMP,work,involve,,design,My creative work,involves,,designing
creativity_0022,2,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,I,develop,presentation,,I,develop,presentations,
creativity_0022,3,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,product,involve,image,,These products,involve,images,
creativity_0022,4,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,design,make,use,,this graphic design,makes,use logos,
creativity_0022,4,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,I,have,reign,,I,have,free reign,
creativity_0022,4,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,I,create,suite,,I,create,best suite,
creativity_0022,4,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,I,create,type,,I,create,the type workshop,
creativity_0022,4,basic_job_description,user,"Art, design, crafts",1,ACT,SV,I,design,,,I,design,,
creativity_0022,5,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,I,do,workshop,,I,doing,a specific workshop,
creativity_0022,5,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,I,capture,work,,I,capturing,the work attendees,
creativity_0022,5,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,that,represent,step,,that,represent,the steps,
creativity_0022,6,basic_job_description,user,"Art, design, crafts",1,ACT,SVxCOMP,I,have,,create,I,have,,create
creativity_0022,6,basic_job_description,user,"Art, design, crafts",1,ACT,SV,I,submit,,,I,submit,,
creativity_0022,7,basic_job_description,user,"Art, design, crafts",1,ACT,SV,I,know,,,I,know,,
creativity_0022,7,basic_job_description,user,"Art, design, crafts",1,PASS,SVO,it,receive,it,,it,received,it,
creativity_0022,8,basic_job_description,user,"Art, design, crafts",1,PASS,SVO,I,engage,I,,I,engaged,I,
creativity_0022,9,basic_job_description,user,"Art, design, crafts",1,ACT,SVxCOMP,this,mean,,focus,This,means,,focus
creativity_0022,9,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,I,focus,work,,I,focus,my work,
creativity_0022,1,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,use,AI,,I,use,AI,
creativity_0022,2,walkthrough,user,"Art, design, crafts",1,ACT,SV,I,feel,,,I,feel,,
creativity_0022,2,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,use,tool,,I,use,an AI tool,
creativity_0022,3,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,use,AI,,I,use,AI,
creativity_0022,3,walkthrough,user,"Art, design, crafts",1,ACT,SVxCOMP,I,want,,insert,I,want,,insert
creativity_0022,4,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,use,AI,,I,use,AI,
creativity_0022,4,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,use,video,,I,use,these videos,
creativity_0022,4,walkthrough,user,"Art, design, crafts",1,ACT,SV,I,want,,,I,want,,
creativity_0022,5,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,find,tool,,I,find,AI tools,
creativity_0022,5,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,generate,video,,I,generate,non-realistic based video,
creativity_0022,6,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,use,tool,,I,used,AI augmented reality tools,
creativity_0022,7,walkthrough,user,"Art, design, crafts",1,ACT,SVOxCOMP,I,use,AI,critique,I,use,AI,critique
creativity_0022,8,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,use,tool,,I,use,AI tools,
creativity_0022,1,project_example,user,"Art, design, crafts",1,ACT,SVO,I,use,AI,,I,used,AI,
creativity_0022,1,project_example,user,"Art, design, crafts",1,ACT,SVxCOMP,project,involve,,create,A recent project,involved,,creating
creativity_0022,2,project_example,user,"Art, design, crafts",1,PASS,SVO,location,manage,location,,Each veterinary location,managed,Each veterinary location,
creativity_0022,3,project_example,user,"Art, design, crafts",1,PASS,SVOxCOMP,I,ask,I,create,I,asked,I,create
creativity_0022,3,project_example,user,"Art, design, crafts",1,PASS,SVO,that,use,that,,that,used,that,
creativity_0022,4,project_example,user,"Art, design, crafts",1,ACT,SVO,I,use,software,,I,used,AI software,
creativity_0022,5,project_example,user,"Art, design, crafts",1,ACT,SVOxCOMP,use,allow,I,take,Using,allowed,me,take
creativity_0022,6,project_example,user,"Art, design, crafts",1,ACT,SVO,I,love,option,,I,loved,the creative options,
creativity_0022,6,project_example,user,"Art, design, crafts",1,ACT,SV,I,have,,,I,had,,
creativity_0022,7,project_example,user,"Art, design, crafts",1,ACT,SVO,it,make,everything,,It,made,everything,
creativity_0022,8,project_example,user,"Art, design, crafts",1,ACT,SVxCOMP,I,have,,code,I,have,,code
creativity_0022,8,project_example,user,"Art, design, crafts",1,ACT,SV,I,code,,,I,code,,
creativity_0022,9,project_example,user,"Art, design, crafts",1,ACT,SVO,AI,take,care,,AI,took,care,
creativity_0022,10,project_example,user,"Art, design, crafts",1,ACT,SVO,it,make,process,,It,made,the design process,
creativity_0022,10,project_example,user,"Art, design, crafts",1,ACT,SVO,which,keep,I,,which,kept,me,
creativity_0022,10,project_example,user,"Art, design, crafts",1,ACT,SVO,it,keep,I,,it,kept,me,
creativity_0022,11,project_example,user,"Art, design, crafts",1,ACT,SV,I,like,,,I,liked,,
creativity_0022,11,project_example,user,"Art, design, crafts",1,ACT,SV,tool,give,,,the AI tool,gave,,
creativity_0022,12,project_example,user,"Art, design, crafts",1,ACT,SVxCOMP,I,need,,access,I,need,,access
creativity_0022,13,project_example,user,"Art, design, crafts",1,ACT,SVO,this,save,I,,This,saved,me,
creativity_0022,13,project_example,user,"Art, design, crafts",1,ACT,SVO,this,save,time,,This,saved,time,
creativity_0022,13,project_example,user,"Art, design, crafts",1,ACT,SVOxCOMP,which,allow,I,focus,which,allowed,me,focus
creativity_0022,13,project_example,user,"Art, design, crafts",1,ACT,SVxCOMP,that,like,,blend,that,like,,blend
creativity_0022,1,dynamic,user,"Art, design, crafts",1,ACT,SV,I,say,,,I,say,,
creativity_0022,1,dynamic,user,"Art, design, crafts",1,ACT,SV,this,get,,,this,getting,,
creativity_0022,2,dynamic,user,"Art, design, crafts",1,ACT,SVO,I,find,that,,I,find,that,
creativity_0022,3,dynamic,user,"Art, design, crafts",1,ACT,SVxCOMP,I,say,,drive,I,say,,driving
creativity_0022,3,dynamic,user,"Art, design, crafts",1,ACT,SVO,I,drive,collaboration,,I,driving,the collaboration,
creativity_0022,3,dynamic,user,"Art, design, crafts",1,ACT,SV,that,seem,,,that,seems,,
creativity_0022,4,dynamic,user,"Art, design, crafts",1,ACT,SVxCOMP,I,like,,take,I,like,,taking
creativity_0022,5,dynamic,user,"Art, design, crafts",1,ACT,SVO,I,like,work,,I,like,my work,
creativity_0022,5,dynamic,user,"Art, design, crafts",1,ACT,SVxCOMP,I,want,,decide,I,want,,decide
creativity_0022,6,dynamic,user,"Art, design, crafts",1,ACT,SV,I,think,,,I,think,,
creativity_0022,6,dynamic,user,"Art, design, crafts",1,ACT,SVO,Ai,remove,barrier,,Ai,removes,technical barriers,
creativity_0022,6,dynamic,user,"Art, design, crafts",1,ACT,SVO,I,like,tech,,I,like,tech,
creativity_0022,7,dynamic,user,"Art, design, crafts",1,ACT,SVxCOMP,I,have,,dumb,I,had,,dumb
creativity_0022,7,dynamic,user,"Art, design, crafts",1,ACT,SVxCOMP,I,want,,produce,I,wanted,,produce
creativity_0022,7,dynamic,user,"Art, design, crafts",1,ACT,SVO,I,have,knowledge,,I,have,the knowledge,
creativity_0023,1,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,I,create,content,,I,create,simple content Break,
creativity_0023,2,basic_job_description,user,"Art, design, crafts",1,ACT,SVO,I,start,role,,I,started,a marketing role,
creativity_0023,1,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,generate,prompt,,I,generate,prompts,
creativity_0023,1,walkthrough,user,"Art, design, crafts",1,ACT,SVO,they,provide,description,,they,provide,a better description me,
creativity_0023,2,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,generate,lot,,I,generate,a lot copywriting,
creativity_0023,3,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,use,platform,,I,use,platforms,
creativity_0023,3,walkthrough,user,"Art, design, crafts",1,ACT,SVO,I,provide,example,,I,provide,examples models,
creativity_0023,1,project_example,user,"Art, design, crafts",1,ACT,SVxCOMP,I,have,,generate,I,had,,generate
creativity_0023,1,project_example,user,"Art, design, crafts",1,ACT,SV,company,win,,,our company,won,,
creativity_0023,2,project_example,user,"Art, design, crafts",1,ACT,SVO,we,win,award,,We,won,an award milk,
creativity_0023,3,project_example,user,"Art, design, crafts",1,ACT,SVO,we,want,tagline,,We,want,a tagline,
creativity_0023,3,project_example,user,"Art, design, crafts",1,ACT,SV,that,connect,,,that,connects,,
creativity_0023,4,project_example,user,"Art, design, crafts",1,ACT,SV,I,feel,,,I,felt,,
creativity_0023,4,project_example,user,"Art, design, crafts",1,ACT,SVO,model,have,ability,,different models,have,different abilities,
creativity_0023,1,dynamic,user,"Art, design, crafts",1,ACT,SV,it,depend,,,It,depends,,
creativity_0023,1,dynamic,user,"Art, design, crafts",1,ACT,SV,I,use,,,I,using,,
creativity_0023,2,dynamic,user,"Art, design, crafts",1,ACT,SVO,I,prefer,chatbot,,I,prefer,chatbots,
creativity_0023,2,dynamic,user,"Art, design, crafts",1,ACT,SV,it,feel,,,it,feels,,
creativity_0023,3,dynamic,user,"Art, design, crafts",1,ACT,SVO,that,provide,up,,that,provides,follow ups,
creativity_0023,3,dynamic,user,"Art, design, crafts",1,ACT,SVxCOMP,I,think,,consider,I,think,,consider
creativity_0023,3,dynamic,user,"Art, design, crafts",1,ACT,SVO,AI,consider,thing,,AI,consider,things,
creativity_0023,3,dynamic,user,"Art, design, crafts",1,ACT,SVO,I,consider,that,,I,considered,that,
creativity_0023,4,dynamic,user,"Art, design, crafts",1,ACT,SVO,AI,provide,that,,AI,provide,that,
